security,strike,expiry,option_type,settlement_price,last_price,bid,ask,mid_price,volume,open_interest,implied_vol,delta,gamma,theta,vega
NVDA US 01/15/27 P190 Equity,190.0,2027-01-15,PUT,,28.92,28.7,28.9,28.799999999999997,292.0,9048,42.5919,-0.346352,0.00806,-0.037563,0.818489
NVDA US 01/15/27 P195 Equity,195.0,2027-01-15,PUT,,31.56,31.15,31.4,31.275,324.0,1511,42.40356,-0.368159,0.008306,-0.038233,0.83564
NVDA US 01/15/27 P200 Equity,200.0,2027-01-15,PUT,,33.88,33.75,33.9,33.825,43.0,4998,42.24117,-0.389655,0.00855,-0.038623,0.849269
NVDA US 01/15/27 P210 Equity,210.0,2027-01-15,PUT,,39.62,39.25,39.5,39.375,155.0,794,41.90229,-0.43303,0.00891,-0.039486,0.867223
NVDA US 01/15/27 P220 Equity,220.0,2027-01-15,PUT,,45.6,45.15,45.4,45.275,152.0,608,41.59881,-0.476307,0.00921,-0.039812,0.875462
NVDA US 01/15/27 P230 Equity,230.0,2027-01-15,PUT,,51.75,51.45,51.75,51.6,53.0,168,41.30523,-0.520963,0.009474,-0.039555,0.873705
NVDA US 06/17/27 C25 Equity,25.0,2027-06-17,CALL,,165.04,173.0,179.25,176.125,1.0,61,81.11263,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C30 Equity,30.0,2027-06-17,CALL,,159.5,168.4,174.65,171.525,1.0,170,76.3755,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C35 Equity,35.0,2027-06-17,CALL,,156.07,163.8,170.05,166.925,5.0,781,72.54226,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C40 Equity,40.0,2027-06-17,CALL,,140.56,161.05,165.45,163.25,1.0,121,79.38462,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C45 Equity,45.0,2027-06-17,CALL,,147.15,154.65,160.9,157.775,2.0,76,66.62929,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C50 Equity,50.0,2027-06-17,CALL,,135.09,150.15,156.25,153.2,2.0,83,63.79419,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C55 Equity,55.0,2027-06-17,CALL,,139.0,145.65,151.65,148.65,2.0,105,61.16631,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C60 Equity,60.0,2027-06-17,CALL,,126.47,141.15,147.4,144.275,2.0,424,60.22972,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C65 Equity,65.0,2027-06-17,CALL,,121.23,136.75,143.0,139.875,2.0,429,58.75046,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C70 Equity,70.0,2027-06-17,CALL,,122.48,132.35,139.45,135.89999999999998,2.0,377,59.27709,1.0,0.0,0.0,0.0
NVDA US 01/15/27 P240 Equity,240.0,2027-01-15,PUT,,58.78,58.15,58.45,58.3,43.0,280,41.08197,-0.560857,0.00957,-0.039315,0.863127
NVDA US 01/15/27 P250 Equity,250.0,2027-01-15,PUT,,68.96,65.2,65.6,65.4,12.0,454,40.88608,-0.601395,0.009639,-0.038579,0.840315
NVDA US 01/15/27 P260 Equity,260.0,2027-01-15,PUT,,77.35,72.6,73.0,72.8,3.0,677,40.65636,-0.640955,0.009659,-0.037515,0.809583
NVDA US 01/15/27 P270 Equity,270.0,2027-01-15,PUT,,81.22,80.15,80.85,80.5,12.0,455,40.42407,-0.677387,0.009602,-0.036532,0.774849
NVDA US 01/15/27 P280 Equity,280.0,2027-01-15,PUT,,92.84,88.15,88.9,88.525,6.0,1479,40.26284,-0.712661,0.009523,-0.03522,0.729596
NVDA US 01/15/27 P290 Equity,290.0,2027-01-15,PUT,,101.39,96.45,97.25,96.85,5.0,139,40.16933,-0.74668,0.009402,-0.033844,0.67997
NVDA US 01/15/27 P300 Equity,300.0,2027-01-15,PUT,,108.67,104.95,105.8,105.375,31.0,81,39.98004,-0.779527,0.009282,-0.032317,0.624585
NVDA US 01/15/27 P310 Equity,310.0,2027-01-15,PUT,,120.9,113.7,114.6,114.15,2.0,73,39.88651,-0.808623,0.009135,-0.030866,0.56727
NVDA US 01/15/27 P320 Equity,320.0,2027-01-15,PUT,,126.45,122.7,123.65,123.17500000000001,5.0,9,39.84884,-0.835198,0.008994,-0.029512,0.51386
NVDA US 01/15/27 P330 Equity,330.0,2027-01-15,PUT,,139.81,131.85,132.9,132.375,1.0,2,40.18004,-0.856059,0.008941,-0.028717,0.460898
NVDA US 01/15/27 P340 Equity,340.0,2027-01-15,PUT,,153.0,141.25,142.3,141.775,10.0,0,40.36056,-0.877082,0.008842,-0.028188,0.416486
NVDA US 01/15/27 P350 Equity,350.0,2027-01-15,PUT,,,150.7,151.9,151.3,0.0,0,40.41827,-0.895111,0.008425,-0.028516,0.363586
NVDA US 01/15/27 P360 Equity,360.0,2027-01-15,PUT,,,160.35,161.65,161.0,0.0,0,40.64924,-0.947998,0.007948,-0.029988,0.224907
NVDA US 01/15/27 P370 Equity,370.0,2027-01-15,PUT,,,169.05,172.6,170.825,0.0,0,40.8885,-0.974087,0.006318,-0.02503,0.122087
NVDA US 01/15/27 P380 Equity,380.0,2027-01-15,PUT,,,178.4,184.65,181.525,0.0,0,45.5705,-0.916815,0.007505,-0.02913,0.303007
NVDA US 01/15/27 P390 Equity,390.0,2027-01-15,PUT,,207.0,187.45,194.65,191.05,10.0,0,45.30386,-0.836031,0.006707,-0.035345,0.516021
NVDA US 06/17/27 C5 Equity,5.0,2027-06-17,CALL,,174.29,194.95,197.55,196.25,6.0,4446,208.5922,0.998306,2.9e-05,0.015473,0.014137
NVDA US 06/17/27 C10 Equity,10.0,2027-06-17,CALL,,178.57,186.9,193.15,190.025,10.0,181,103.3595,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C15 Equity,15.0,2027-06-17,CALL,,163.32,182.25,188.5,185.375,100.0,43,93.81422,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C20 Equity,20.0,2027-06-17,CALL,,174.05,177.8,183.55,180.675,2.0,275,107.1348,1.0,0.0,0.0,0.0
NVDA US 06/17/27 C175 Equity,175.0,2027-06-17,CALL,,60.0,60.85,61.7,61.275000000000006,14.0,6390,45.5708,0.727977,0.005653,-0.026076,0.860089
NVDA US 06/17/27 C180 Equity,180.0,2027-06-17,CALL,,57.71,58.3,59.05,58.675,82.0,17279,45.28792,0.712104,0.00585,-0.026974,0.884586
NVDA US 06/17/27 C185 Equity,185.0,2027-06-17,CALL,,54.56,55.85,56.4,56.125,1116.0,3077,44.96129,0.695714,0.006024,-0.027885,0.907264
NVDA US 06/17/27 C190 Equity,190.0,2027-06-17,CALL,,53.0,53.5,54.2,53.85,93.0,7249,44.88235,0.678971,0.006174,-0.028785,0.927814
NVDA US 06/17/27 C195 Equity,195.0,2027-06-17,CALL,,51.4,51.45,51.95,51.7,128.0,7861,44.83474,0.662976,0.006293,-0.029655,0.94642
NVDA US 06/17/27 C200 Equity,200.0,2027-06-17,CALL,,49.37,49.05,49.65,49.349999999999994,140.0,9644,44.50861,0.646965,0.006418,-0.030366,0.96333
NVDA US 06/17/27 C210 Equity,210.0,2027-06-17,CALL,,45.15,44.9,45.55,45.224999999999994,139.0,2699,44.19012,0.613722,0.006644,-0.031532,0.990706
NVDA US 06/17/27 C220 Equity,220.0,2027-06-17,CALL,,41.37,41.25,41.6,41.425,91.0,1722,43.90854,0.582063,0.006844,-0.032305,1.012373
NVDA US 06/17/27 C230 Equity,230.0,2027-06-17,CALL,,36.91,37.85,38.05,37.95,53.0,2150,43.67193,0.550145,0.006983,-0.032864,1.025947
NVDA US 06/17/27 C240 Equity,240.0,2027-06-17,CALL,,34.0,34.6,34.8,34.7,26.0,1412,43.45936,0.519397,0.007064,-0.033219,1.033007
NVDA US 06/17/27 C350 Equity,350.0,2027-06-17,CALL,,13.2,13.15,13.3,13.225000000000001,36.0,2381,42.26498,0.257307,0.005866,-0.027443,0.835788
NVDA US 06/17/27 C360 Equity,360.0,2027-06-17,CALL,,10.75,12.1,12.3,12.2,3.0,1731,42.28662,0.240394,0.005673,-0.026467,0.806638
NVDA US 06/17/27 C370 Equity,370.0,2027-06-17,CALL,,9.4,11.1,11.35,11.225,2.0,909,42.25511,0.224558,0.00547,-0.025492,0.776637
NVDA US 06/17/27 C380 Equity,380.0,2027-06-17,CALL,,10.35,10.25,10.45,10.35,32.0,1707,42.16267,0.211737,0.005269,-0.024772,0.750912
NVDA US 06/17/27 C390 Equity,390.0,2027-06-17,CALL,,9.53,9.4,9.6,9.5,60.0,559,42.19175,0.198095,0.005067,-0.023833,0.721791
NVDA US 06/17/27 P5 Equity,5.0,2027-06-17,PUT,,0.03,,0.05,,1.0,1273,110.0566,-0.000312,9e-06,-0.000225,0.002896
NVDA US 06/17/27 P10 Equity,10.0,2027-06-17,PUT,,0.07,0.03,0.07,0.05,1.0,205,87.60254,-0.000857,2.5e-05,-0.000489,0.00696
NVDA US 06/17/27 P15 Equity,15.0,2027-06-17,PUT,,0.11,0.02,0.11,0.065,1.0,276,76.6374,-0.001444,4.5e-05,-0.000705,0.011564
NVDA US 06/17/27 P20 Equity,20.0,2027-06-17,PUT,,0.18,0.07,0.17,0.12000000000000001,116.0,529,73.44597,-0.00213,6.7e-05,-0.001065,0.017407
NVDA US 06/17/27 P25 Equity,25.0,2027-06-17,PUT,,0.3,0.15,0.25,0.2,1.0,423,70.58642,-0.003217,0.000103,-0.001465,0.025257
NVDA US 06/17/27 C125 Equity,125.0,2027-06-17,CALL,,86.55,91.6,92.65,92.125,2.0,681,49.25553,0.873504,0.003304,-0.012988,0.538162
NVDA US 06/17/27 C130 Equity,130.0,2027-06-17,CALL,,87.66,88.1,89.1,88.6,12.0,571,48.70686,0.860908,0.003558,-0.014524,0.574468
NVDA US 06/17/27 C135 Equity,135.0,2027-06-17,CALL,,85.14,84.7,85.65,85.17500000000001,4.0,8046,48.25562,0.846498,0.003778,-0.016456,0.613852
NVDA US 06/17/27 C140 Equity,140.0,2027-06-17,CALL,,79.67,81.4,82.3,81.85,37.0,3413,47.81744,0.834221,0.004062,-0.017471,0.645492
NVDA US 06/17/27 C145 Equity,145.0,2027-06-17,CALL,,76.95,78.15,79.15,78.65,6.0,739,47.43353,0.820379,0.004315,-0.018812,0.679457
NVDA US 06/17/27 C150 Equity,150.0,2027-06-17,CALL,,74.55,75.05,75.95,75.5,18.0,9504,47.03803,0.805558,0.004553,-0.020241,0.713387
NVDA US 06/17/27 C155 Equity,155.0,2027-06-17,CALL,,71.5,72.0,72.9,72.45,9.0,2310,46.69865,0.790923,0.004796,-0.021471,0.745283
NVDA US 06/17/27 C160 Equity,160.0,2027-06-17,CALL,,68.8,69.1,69.95,69.525,12.0,5835,46.40042,0.775623,0.005022,-0.022733,0.776359
NVDA US 06/17/27 C165 Equity,165.0,2027-06-17,CALL,,62.95,66.2,67.15,66.67500000000001,5.0,985,46.07877,0.760066,0.00525,-0.023868,0.805797
NVDA US 06/17/27 C170 Equity,170.0,2027-06-17,CALL,,63.0,63.5,64.35,63.925,33.0,3613,45.80371,0.744207,0.005456,-0.025004,0.833807
NVDA US 06/17/27 P30 Equity,30.0,2027-06-17,PUT,,0.4,0.26,0.35,0.305,1.0,104,68.18966,-0.004588,0.000148,-0.001924,0.034722
NVDA US 06/17/27 P35 Equity,35.0,2027-06-17,PUT,,0.55,0.36,0.45,0.405,2.0,417,65.35524,-0.006064,0.000199,-0.002352,0.044501
NVDA US 06/17/27 P40 Equity,40.0,2027-06-17,PUT,,0.51,0.5,0.57,0.5349999999999999,3.0,344,63.02915,-0.007744,0.000269,-0.002572,0.052861
NVDA US 06/17/27 P45 Equity,45.0,2027-06-17,PUT,,0.7,0.61,0.7,0.655,9.0,234,60.63655,-0.01081,0.000372,-0.003256,0.069554
NVDA US 06/17/27 P50 Equity,50.0,2027-06-17,PUT,,0.9,0.8,0.86,0.8300000000000001,11.0,393,58.83866,-0.012248,0.000415,-0.003895,0.082497
NVDA US 06/17/27 P55 Equity,55.0,2027-06-17,PUT,,1.01,0.99,1.05,1.02,100.0,412,57.19062,-0.015315,0.00053,-0.004368,0.097464
NVDA US 06/17/27 P60 Equity,60.0,2027-06-17,PUT,,1.19,1.22,1.27,1.245,2.0,1295,55.52004,-0.018887,0.000664,-0.004893,0.114503
NVDA US 06/17/27 P65 Equity,65.0,2027-06-17,PUT,,1.64,1.47,1.53,1.5,2.0,1096,54.30221,-0.022387,0.000757,-0.005969,0.137813
NVDA US 06/17/27 P70 Equity,70.0,2027-06-17,PUT,,1.78,1.78,1.83,1.8050000000000002,1.0,306,53.08563,-0.02734,0.000937,-0.006584,0.158906
NVDA US 06/17/27 P75 Equity,75.0,2027-06-17,PUT,,2.22,2.11,2.18,2.145,54.0,4338,51.98345,-0.031609,0.001055,-0.007662,0.184398
NVDA US 06/17/27 C250 Equity,250.0,2027-06-17,CALL,,30.95,31.6,31.8,31.700000000000003,42.0,3010,43.21946,0.489236,0.007109,-0.033312,1.033854
NVDA US 06/17/27 C260 Equity,260.0,2027-06-17,CALL,,27.75,28.95,29.15,29.049999999999997,25.0,1188,43.07468,0.460374,0.007104,-0.033242,1.029124
NVDA US 06/17/27 C270 Equity,270.0,2027-06-17,CALL,,25.55,26.45,26.65,26.549999999999997,31.0,1588,42.91062,0.432778,0.007058,-0.033018,1.019411
NVDA US 06/17/27 C280 Equity,280.0,2027-06-17,CALL,,22.35,24.15,24.4,24.275,22.0,825,42.75918,0.405996,0.006991,-0.032582,1.005384
NVDA US 06/17/27 C290 Equity,290.0,2027-06-17,CALL,,21.23,22.2,22.4,22.299999999999997,54.0,352,42.7017,0.381604,0.006875,-0.032154,0.988463
NVDA US 06/17/27 C300 Equity,300.0,2027-06-17,CALL,,19.66,20.25,20.5,20.375,33.0,1661,42.57719,0.357081,0.006755,-0.031457,0.967133
NVDA US 06/17/27 C310 Equity,310.0,2027-06-17,CALL,,17.59,18.55,18.8,18.675,3.0,503,42.50762,0.334488,0.006601,-0.030754,0.943561
NVDA US 06/17/27 C320 Equity,320.0,2027-06-17,CALL,,17.08,17.0,17.25,17.125,7.0,593,42.44106,0.313947,0.006431,-0.030058,0.919473
NVDA US 06/17/27 C330 Equity,330.0,2027-06-17,CALL,,12.62,15.6,15.85,15.725,3.0,919,42.39847,0.293249,0.006259,-0.029142,0.89202
NVDA US 06/17/27 C340 Equity,340.0,2027-06-17,CALL,,12.27,14.3,14.55,14.425,3.0,816,42.33021,0.274234,0.006068,-0.02825,0.863594
NVDA US 06/17/27 P80 Equity,80.0,2027-06-17,PUT,,2.64,2.5,2.58,2.54,12.0,9465,50.98574,-0.037559,0.001241,-0.008606,0.211747
NVDA US 06/17/27 P85 Equity,85.0,2027-06-17,PUT,,3.1,2.98,3.1,3.04,1.0,7589,50.28608,-0.046661,0.001531,-0.009625,0.245138
NVDA US 06/17/27 P90 Equity,90.0,2027-06-17,PUT,,3.47,3.45,3.6,3.5250000000000004,1.0,2785,49.34156,-0.05414,0.001795,-0.010254,0.272435
NVDA US 06/17/27 P95 Equity,95.0,2027-06-17,PUT,,4.35,4.05,4.2,4.125,2.0,4076,48.66052,-0.059169,0.001871,-0.011854,0.305132
NVDA US 06/17/27 P100 Equity,100.0,2027-06-17,PUT,,4.8,4.75,4.85,4.8,13.0,9396,48.03747,-0.068182,0.002139,-0.012849,0.338396
NVDA US 06/17/27 P105 Equity,105.0,2027-06-17,PUT,,5.7,5.5,5.65,5.575,8.0,3724,47.53094,-0.077666,0.00237,-0.014241,0.375854
NVDA US 06/17/27 P110 Equity,110.0,2027-06-17,PUT,,6.76,6.3,6.45,6.375,4.0,4924,46.9184,-0.08769,0.002635,-0.015395,0.4119
NVDA US 06/17/27 P115 Equity,115.0,2027-06-17,PUT,,7.4,7.25,7.4,7.325,21.0,3813,46.51175,-0.100244,0.002959,-0.01659,0.45121
NVDA US 06/17/27 P120 Equity,120.0,2027-06-17,PUT,,8.7,8.25,8.45,8.35,4.0,5562,46.09314,-0.111155,0.003197,-0.017951,0.489348
NVDA US 06/17/27 P125 Equity,125.0,2027-06-17,PUT,,9.9,9.35,9.55,9.45,6.0,8979,45.67322,-0.123213,0.003477,-0.01916,0.527084
NVDA US 06/17/27 P180 Equity,180.0,2027-06-17,PUT,,28.61,28.3,28.55,28.425,52.0,3396,42.75374,-0.299626,0.006535,-0.030344,0.892804
NVDA US 06/17/27 P185 Equity,185.0,2027-06-17,PUT,,31.05,30.65,30.9,30.775,13.0,2377,42.58809,-0.318344,0.006767,-0.031022,0.916036
NVDA US 06/17/27 P190 Equity,190.0,2027-06-17,PUT,,33.44,33.05,33.35,33.2,101.0,645,42.39783,-0.336262,0.00698,-0.031604,0.936695
NVDA US 06/17/27 P195 Equity,195.0,2027-06-17,PUT,,36.47,35.6,35.9,35.75,22.0,615,42.25183,-0.355472,0.007191,-0.032142,0.955365
NVDA US 06/17/27 P200 Equity,200.0,2027-06-17,PUT,,38.4,38.2,38.45,38.325,78.0,672,42.0734,-0.374972,0.007433,-0.032431,0.970277
NVDA US 06/17/27 P210 Equity,210.0,2027-06-17,PUT,,44.74,43.7,44.1,43.900000000000006,26.0,434,41.77351,-0.411372,0.007713,-0.033262,0.992913
NVDA US 06/17/27 P220 Equity,220.0,2027-06-17,PUT,,50.52,49.6,50.0,49.8,378.0,433,41.49619,-0.448874,0.008011,-0.033653,1.008379
NVDA US 06/17/27 P230 Equity,230.0,2027-06-17,PUT,,56.44,55.8,56.2,56.0,58.0,188,41.2333,-0.486128,0.008264,-0.033772,1.010671
NVDA US 06/17/27 P240 Equity,240.0,2027-06-17,PUT,,62.9,62.4,62.8,62.599999999999994,25.0,683,40.99144,-0.523312,0.008459,-0.033691,1.006541
NVDA US 06/17/27 P250 Equity,250.0,2027-06-17,PUT,,72.08,69.3,69.75,69.525,4.0,561,40.79701,-0.559468,0.008612,-0.033463,0.995337
NVDA US 06/17/27 P130 Equity,130.0,2027-06-17,PUT,,10.75,10.55,10.75,10.65,57.0,2782,45.29823,-0.138543,0.003838,-0.020277,0.567291
NVDA US 06/17/27 P135 Equity,135.0,2027-06-17,PUT,,11.97,11.9,12.1,12.0,29.0,954,45.02662,-0.15045,0.00408,-0.021482,0.60308
NVDA US 06/17/27 P140 Equity,140.0,2027-06-17,PUT,,13.49,13.3,13.5,13.4,26.0,4817,44.70526,-0.167144,0.004424,-0.022665,0.641917
NVDA US 06/17/27 P145 Equity,145.0,2027-06-17,PUT,,15.75,14.8,15.0,14.9,22.0,1633,44.39461,-0.180755,0.004661,-0.023912,0.677957
NVDA US 06/17/27 P150 Equity,150.0,2027-06-17,PUT,,16.85,16.4,16.65,16.525,29.0,3422,44.13481,-0.196569,0.004945,-0.025043,0.713424
NVDA US 06/17/27 P155 Equity,155.0,2027-06-17,PUT,,18.79,18.15,18.35,18.25,11.0,2381,43.88723,-0.212455,0.005227,-0.026061,0.74746
NVDA US 06/17/27 P160 Equity,160.0,2027-06-17,PUT,,20.1,19.95,20.2,20.075,14.0,1868,43.6506,-0.229642,0.005527,-0.02698,0.780572
NVDA US 06/17/27 P165 Equity,165.0,2027-06-17,PUT,,22.17,21.95,22.15,22.049999999999997,12.0,1563,43.48556,-0.246374,0.005768,-0.02802,0.811621
NVDA US 06/17/27 P170 Equity,170.0,2027-06-17,PUT,,24.3,23.95,24.2,24.075,871.0,2394,43.27127,-0.264082,0.006028,-0.028905,0.840917
NVDA US 06/17/27 P175 Equity,175.0,2027-06-17,PUT,,26.35,26.05,26.35,26.200000000000003,33.0,2047,42.95777,-0.286593,0.006421,-0.029342,0.868523
NVDA US 06/17/27 P260 Equity,260.0,2027-06-17,PUT,,79.6,76.45,76.95,76.7,4.0,273,40.60081,-0.595211,0.008728,-0.032994,0.97468
NVDA US 06/17/27 P270 Equity,270.0,2027-06-17,PUT,,87.73,83.95,84.45,84.2,2.0,123,40.4245,-0.629371,0.0088,-0.032389,0.946515
NVDA US 06/17/27 P280 Equity,280.0,2027-06-17,PUT,,92.5,91.5,92.35,91.925,4.0,339,40.23336,-0.660681,0.008807,-0.031739,0.911654
NVDA US 06/17/27 P290 Equity,290.0,2027-06-17,PUT,,102.7,99.5,100.35,99.925,2.0,444,40.07322,-0.692856,0.008821,-0.030815,0.866933
NVDA US 06/17/27 P300 Equity,300.0,2027-06-17,PUT,,113.06,107.65,108.65,108.15,2.0,400,39.92298,-0.723512,0.008814,-0.029986,0.820341
NVDA US 06/17/27 P310 Equity,310.0,2027-06-17,PUT,,122.05,116.15,117.1,116.625,40.0,132,39.80915,-0.753298,0.008818,-0.029009,0.768542
NVDA US 06/17/27 P320 Equity,320.0,2027-06-17,PUT,,127.8,124.75,125.8,125.275,40.0,45,39.66616,-0.78165,0.008814,-0.028063,0.712173
NVDA US 06/17/27 P330 Equity,330.0,2027-06-17,PUT,,141.14,133.65,134.7,134.175,2.0,2,39.63608,-0.80774,0.008841,-0.027226,0.653472
NVDA US 06/17/27 P340 Equity,340.0,2027-06-17,PUT,,150.6,142.7,143.75,143.225,2.0,3,39.87558,-0.833701,0.00895,-0.026344,0.590934
NVDA US 06/17/27 P350 Equity,350.0,2027-06-17,PUT,,,151.9,153.0,152.45,0.0,0,39.88067,-0.867517,0.008951,-0.022748,0.461932
NVDA US 06/17/27 P360 Equity,360.0,2027-06-17,PUT,,184.2,161.3,162.45,161.875,2.0,0,40.04828,-0.870051,0.008559,-0.026459,0.488099
NVDA US 06/17/27 P370 Equity,370.0,2027-06-17,PUT,,,170.75,172.05,171.4,0.0,0,40.29739,-0.905709,0.008628,-0.026579,0.336883
NVDA US 06/17/27 P380 Equity,380.0,2027-06-17,PUT,,,180.45,181.8,181.125,0.0,0,40.81028,-0.925076,0.008268,-0.030317,0.327528
NVDA US 06/17/27 P390 Equity,390.0,2027-06-17,PUT,,,190.2,191.7,190.95,0.0,0,41.28189,-0.949317,0.007665,-0.030512,0.253498
NVDA US 12/17/27 C5 Equity,5.0,2027-12-17,CALL,,193.55,193.7,197.95,195.825,660.0,25277,164.2184,0.997117,3.7e-05,0.014109,0.025874
NVDA US 12/17/27 C10 Equity,10.0,2027-12-17,CALL,,178.8,187.0,195.45,191.225,10.0,493,126.4258,1.0,0.0,0.0,0.0
NVDA US 12/17/27 C15 Equity,15.0,2027-12-17,CALL,,185.6,182.5,189.35,185.925,30.0,459,93.02575,0.99327,0.00012,0.012364,0.055507
NVDA US 12/17/27 C20 Equity,20.0,2027-12-17,CALL,,179.25,179.4,182.9,181.15,13.0,845,78.923,1.0,0.0,0.0,0.0
NVDA US 12/17/27 C25 Equity,25.0,2027-12-17,CALL,,160.56,173.4,180.75,177.075,1.0,814,81.62025,1.0,0.0,0.0,0.0
NVDA US 12/17/27 C30 Equity,30.0,2027-12-17,CALL,,169.0,170.45,175.75,173.1,288.0,962,81.80433,1.0,0.0,0.0,0.0
NVDA US 12/17/27 C185 Equity,185.0,2027-12-17,CALL,,62.24,62.8,63.7,63.25,25.0,5013,45.08881,0.708349,0.005167,-0.022726,1.016811
NVDA US 12/17/27 C190 Equity,190.0,2027-12-17,CALL,,60.1,60.8,61.45,61.125,27.0,7495,45.02381,0.694625,0.005272,-0.023526,1.03862
NVDA US 12/17/27 C195 Equity,195.0,2027-12-17,CALL,,58.31,58.3,59.2,58.75,410.0,7900,44.67026,0.679037,0.005393,-0.024233,1.057838
NVDA US 12/17/27 C200 Equity,200.0,2027-12-17,CALL,,56.45,56.25,57.0,56.625,511.0,43268,44.47299,0.665633,0.005487,-0.024885,1.076358
NVDA US 12/17/27 C210 Equity,210.0,2027-12-17,CALL,,52.33,52.3,52.95,52.625,166.0,20543,44.20396,0.637408,0.005707,-0.025851,1.108948
NVDA US 12/17/27 C220 Equity,220.0,2027-12-17,CALL,,48.79,48.55,49.2,48.875,89.0,7507,43.92227,0.610737,0.005882,-0.026664,1.136453
NVDA US 12/17/27 C230 Equity,230.0,2027-12-17,CALL,,44.4,45.2,45.6,45.400000000000006,44.0,23411,43.66083,0.583025,0.006032,-0.027278,1.156572
NVDA US 12/17/27 C240 Equity,240.0,2027-12-17,CALL,,42.08,41.95,42.35,42.150000000000006,27.0,6131,43.4343,0.556563,0.006117,-0.027844,1.169927
NVDA US 12/17/27 C250 Equity,250.0,2027-12-17,CALL,,39.0,38.95,39.35,39.150000000000006,573.0,7391,43.22575,0.529937,0.006186,-0.02818,1.177225
NVDA US 12/17/27 C260 Equity,260.0,2027-12-17,CALL,,34.15,36.2,36.5,36.35,45.0,3684,43.05198,0.504626,0.006247,-0.028323,1.181952
NVDA US 12/17/27 C85 Equity,85.0,2027-12-17,CALL,,125.25,125.6,127.1,126.35,7.0,1141,54.88296,0.941227,0.00149,-0.00055,0.347355
NVDA US 12/17/27 C90 Equity,90.0,2027-12-17,CALL,,116.2,121.65,123.0,122.325,1.0,3280,53.77565,0.933888,0.001663,-0.001764,0.380747
NVDA US 12/17/27 C95 Equity,95.0,2027-12-17,CALL,,117.3,117.8,119.25,118.525,10.0,7898,52.79068,0.925922,0.001843,-0.003012,0.415622
NVDA US 12/17/27 C100 Equity,100.0,2027-12-17,CALL,,112.81,114.05,115.35,114.69999999999999,41.0,16429,51.99873,0.916946,0.002031,-0.004376,0.453154
NVDA US 12/17/27 C105 Equity,105.0,2027-12-17,CALL,,110.0,110.3,111.65,110.975,5.0,7464,51.20587,0.90824,0.002225,-0.005548,0.488283
NVDA US 12/17/27 C110 Equity,110.0,2027-12-17,CALL,,106.8,106.7,108.0,107.35,20.0,10943,50.5668,0.89523,0.002415,-0.007587,0.536319
NVDA US 12/17/27 C115 Equity,115.0,2027-12-17,CALL,,103.81,103.15,104.45,103.80000000000001,10.0,3784,49.89022,0.885873,0.002598,-0.008758,0.572
NVDA US 12/17/27 C120 Equity,120.0,2027-12-17,CALL,,99.0,99.7,100.95,100.325,28.0,8328,49.30007,0.877417,0.002827,-0.009409,0.601706
NVDA US 12/17/27 C125 Equity,125.0,2027-12-17,CALL,,89.39,96.35,97.55,96.94999999999999,12.0,6827,48.82734,0.866427,0.003031,-0.010618,0.63885
NVDA US 12/17/27 C130 Equity,130.0,2027-12-17,CALL,,90.0,93.15,94.25,93.7,7.0,7811,48.38168,0.854388,0.003227,-0.011948,0.67723
NVDA US 12/17/27 C35 Equity,35.0,2027-12-17,CALL,,151.0,164.45,172.95,168.7,1.0,1393,77.39013,1.0,0.0,0.0,0.0
NVDA US 12/17/27 C40 Equity,40.0,2027-12-17,CALL,,156.25,161.2,165.6,163.39999999999998,1.0,767,71.86278,1.0,0.0,0.0,0.0
NVDA US 12/17/27 C45 Equity,45.0,2027-12-17,CALL,,153.5,156.7,162.4,159.55,1.0,495,67.82031,1.0,0.0,0.0,0.0
NVDA US 12/17/27 C50 Equity,50.0,2027-12-17,CALL,,147.22,152.25,157.75,155.0,2.0,1244,64.1529,1.0,0.0,0.0,0.0
NVDA US 12/17/27 C55 Equity,55.0,2027-12-17,CALL,,147.0,147.25,153.2,150.225,1.0,1504,59.41998,1.0,0.0,0.0,0.0
NVDA US 12/17/27 C60 Equity,60.0,2027-12-17,CALL,,132.91,143.7,149.15,146.425,3.0,1738,60.13905,0.992824,0.000338,0.010941,0.059022
NVDA US 12/17/27 C65 Equity,65.0,2027-12-17,CALL,,134.95,138.85,144.9,141.875,1.0,798,57.20471,0.99354,0.000338,0.010775,0.053772
NVDA US 12/17/27 C70 Equity,70.0,2027-12-17,CALL,,132.1,136.4,140.35,138.375,10.0,5723,58.48758,0.968805,0.000938,0.005264,0.208223
NVDA US 12/17/27 C75 Equity,75.0,2027-12-17,CALL,,126.1,133.65,135.2,134.425,2.0,1763,57.48,0.95452,0.001171,0.001889,0.283309
NVDA US 12/17/27 C80 Equity,80.0,2027-12-17,CALL,,125.25,129.55,131.1,130.325,5.0,2289,56.18369,0.948248,0.001325,0.000708,0.314106
